Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
328,20,3,80.0,11600,1,2,0,1,1,0,0,10,4,4,4,5,6,5,1960,1960,4,2,5,4,2,175.0,1,3,2,2,3,1,1,565,5,0,818,1383,5,2,1,5,1383,0,0,1383,0,0,1,1,3,1,1,7,6,0,1,5,1960.0,2,1,292,3,5,2,0,45,0,0,0,0,0,4,3,0,4,2006,4,4,145250,0,0,0
329,75,3,69.0,11888,1,1,1,0,1,0,0,3,7,4,4,3,6,6,1916,1994,1,2,5,8,1,0.0,1,3,1,2,3,1,5,0,5,0,844,844,5,3,0,3,1445,689,0,2134,0,0,2,0,5,1,2,10,6,0,1,2,1930.0,1,2,441,3,5,2,0,60,268,0,0,0,0,4,3,0,7,2009,4,4,214500,1,0,0
330,70,1,60.0,6402,1,2,0,1,1,2,0,1,4,4,4,6,5,5,1920,1950,1,2,5,8,1,0.0,1,3,5,2,3,2,5,0,5,0,596,596,5,2,0,5,596,596,0,1192,0,0,1,0,3,1,1,6,6,0,1,2,1920.0,1,1,189,2,2,0,0,0,137,0,0,0,0,1,3,0,7,2009,4,4,78000,0,0,0
331,90,3,69.0,10624,1,2,1,1,1,0,0,10,4,4,1,5,5,4,1964,1964,1,2,8,9,2,84.0,1,3,2,2,3,1,6,40,3,264,1424,1728,5,2,1,5,1728,0,0,1728,0,1,2,0,6,2,1,10,6,0,1,2,2002.0,1,1,352,3,5,2,155,0,0,0,0,0,0,4,3,0,11,2007,4,4,119000,1,0,0
332,20,3,70.0,8176,1,2,0,1,1,0,0,10,4,4,4,5,5,6,1958,1992,1,2,5,4,1,0.0,1,3,2,2,3,1,1,846,5,0,210,1056,5,1,1,5,1056,0,0,1056,1,0,1,0,3,1,1,6,6,0,1,5,1958.0,2,1,308,3,5,2,0,0,0,0,0,0,0,4,3,0,8,2007,4,4,139000,0,0,0
333,20,3,85.0,10655,1,2,1,1,1,0,0,23,4,4,4,5,8,5,2003,2004,1,2,11,12,2,296.0,2,3,5,3,3,1,6,1124,0,479,1603,3206,5,4,1,5,1629,0,0,1629,1,0,2,0,3,1,2,7,6,1,4,5,2003.0,2,3,880,3,5,2,0,0,0,0,0,0,0,4,3,0,10,2009,4,4,284000,0,0,0
334,120,1,59.0,8198,1,2,0,1,1,3,0,23,4,4,3,5,7,5,2004,2004,1,2,11,12,4,146.0,2,3,5,3,3,3,6,720,5,0,638,1358,5,4,1,5,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,4,5,2004.0,2,2,484,3,5,2,192,30,0,0,0,0,0,4,3,0,7,2008,4,4,207000,0,0,0
335,60,3,59.0,9042,1,2,1,1,1,0,0,14,4,4,4,6,6,5,1998,1998,1,2,11,12,1,0.0,1,3,5,3,3,4,6,828,5,0,115,943,5,3,1,5,943,695,0,1638,1,0,2,1,3,1,1,7,6,2,3,5,1998.0,3,2,472,3,5,2,100,38,0,0,0,0,0,4,3,0,7,2008,4,4,192000,0,0,0
336,190,3,69.0,164660,0,2,1,3,1,2,2,21,4,4,0,2,5,6,1965,1965,1,2,9,10,1,0.0,1,3,2,2,3,4,4,1249,1,147,103,1499,5,4,1,5,1619,167,0,1786,2,0,2,0,3,1,1,7,6,2,4,5,1965.0,3,2,529,3,5,2,670,0,0,0,0,0,0,4,1,700,8,2008,4,4,228950,1,0,0
337,20,3,86.0,14157,1,2,1,3,1,2,0,22,4,4,4,5,9,5,2005,2006,4,2,11,12,4,200.0,2,3,5,4,3,4,6,1249,5,0,673,1922,5,4,1,5,1922,0,0,1922,1,0,2,0,3,1,2,8,6,1,4,5,2005.0,3,3,676,3,5,2,178,51,0,0,0,0,0,4,3,0,7,2007,4,4,377426,0,0,0
338,20,3,70.0,9135,1,2,0,1,1,0,0,16,4,4,4,5,7,5,2002,2003,1,2,11,12,2,113.0,2,3,5,3,3,3,6,810,5,0,726,1536,5,4,1,5,1536,0,0,1536,1,0,2,0,3,1,2,7,6,0,1,5,2002.0,2,2,532,3,5,2,192,74,0,0,0,0,0,4,3,0,12,2008,4,4,214000,0,0,0
339,20,3,91.0,14145,1,2,0,1,1,2,0,13,4,4,4,5,7,7,1984,1998,1,2,5,4,1,0.0,2,3,2,3,3,2,4,213,5,0,995,1208,5,4,1,5,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,1,5,1984.0,2,2,440,3,5,2,108,45,0,0,0,0,0,4,1,400,5,2006,4,4,202500,0,0,0
340,20,3,66.0,12400,1,2,1,1,1,0,0,10,2,4,4,5,6,7,1958,1998,4,2,5,4,2,176.0,1,3,2,2,2,1,1,585,5,0,630,1215,5,2,1,3,1215,0,0,1215,0,0,1,0,3,1,1,6,6,0,1,5,1958.0,1,1,297,3,5,2,0,0,0,0,234,0,0,4,3,0,6,2009,4,4,155000,0,0,0
341,60,3,85.0,14191,1,2,0,1,1,0,0,21,4,4,4,6,8,5,2002,2002,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,967,967,5,4,1,5,993,915,0,1908,0,0,2,1,4,1,2,9,6,0,1,5,2002.0,3,2,431,3,5,2,135,0,0,0,0,0,0,4,3,0,4,2010,4,4,202900,0,0,0
342,20,2,60.0,8400,1,2,0,1,1,0,0,12,2,4,4,5,4,4,1950,1950,1,2,5,1,1,0.0,0,1,2,2,2,1,5,0,5,0,721,721,5,3,1,5,841,0,0,841,0,0,1,0,2,1,1,4,6,0,1,1,1950.0,1,1,294,3,5,0,250,0,24,0,0,0,0,4,3,0,9,2009,4,4,82000,0,0,0
343,90,3,69.0,8544,1,2,0,1,1,0,0,10,4,4,1,5,3,4,1949,1950,1,2,7,6,2,340.0,1,3,0,0,1,0,0,0,0,0,0,0,2,1,0,3,1040,0,0,1040,0,0,2,0,2,2,1,6,6,0,1,2,1949.0,1,2,400,3,5,2,0,0,0,0,0,0,0,4,3,0,5,2006,4,4,87500,1,0,0
344,120,3,63.0,8849,1,2,1,1,1,0,0,23,4,4,3,5,9,5,2005,2005,4,2,4,5,2,616.0,3,3,5,4,3,1,6,28,5,0,1656,1684,5,4,1,5,1684,0,0,1684,0,0,2,0,2,1,3,6,6,1,5,5,2005.0,2,2,564,3,5,2,495,72,0,0,0,0,0,4,3,0,7,2008,4,4,266000,0,0,0
345,160,1,36.0,2592,1,2,0,1,1,0,0,0,4,4,3,6,5,3,1976,1976,1,2,12,13,1,0.0,1,3,2,3,3,1,1,129,1,232,175,536,5,2,1,5,536,576,0,1112,0,0,1,1,3,1,1,4,6,0,1,5,1976.0,1,1,336,3,5,2,182,0,0,0,0,0,0,4,3,0,4,2010,4,4,85000,0,0,0
346,50,3,65.0,6435,1,2,0,1,1,0,0,3,3,4,4,2,6,5,1939,1950,1,2,4,5,1,0.0,1,3,1,2,3,1,5,0,5,0,972,972,5,3,1,5,972,605,0,1577,0,0,1,0,3,1,0,6,6,1,4,2,1939.0,1,1,312,3,5,2,0,0,0,0,0,0,0,4,3,0,10,2006,4,4,140200,0,0,0
347,20,3,69.0,12772,1,2,1,1,1,4,0,10,4,4,4,5,6,8,1960,1998,4,2,4,5,1,0.0,1,2,2,2,3,2,2,498,5,0,460,958,5,2,1,5,958,0,0,958,0,0,1,0,2,1,1,5,6,0,1,5,1960.0,2,1,301,3,5,2,0,0,0,0,0,0,0,4,2,15500,4,2007,4,4,151500,1,0,0
348,20,3,69.0,17600,1,2,1,1,1,0,0,10,4,4,4,5,6,5,1960,1960,1,2,5,4,2,30.0,1,3,2,2,3,1,2,1270,5,0,208,1478,5,4,1,3,1478,0,0,1478,1,0,2,0,3,1,1,6,6,2,4,5,1960.0,1,2,498,3,5,2,0,40,0,0,0,0,0,4,3,0,12,2009,4,4,157500,1,0,0
349,160,3,36.0,2448,1,2,0,1,1,0,0,23,4,4,2,6,7,5,2003,2004,1,2,11,8,4,106.0,2,3,5,3,3,1,6,573,5,0,191,764,5,4,1,5,764,862,0,1626,1,0,2,1,2,1,2,6,6,0,1,6,2003.0,2,2,474,3,5,2,0,27,0,0,0,0,0,4,3,0,10,2008,4,4,154000,0,0,0
350,60,3,56.0,20431,1,2,3,1,1,0,0,23,4,4,4,6,9,5,2005,2006,4,2,12,13,2,870.0,3,3,5,4,3,1,6,1410,5,0,438,1848,5,4,1,5,1848,880,0,2728,1,0,2,1,4,1,3,10,6,2,5,5,2006.0,3,3,706,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2006,8,5,437154,0,0,0
351,120,3,68.0,7820,1,2,1,1,1,0,0,23,4,4,3,5,9,5,2007,2007,4,2,4,5,2,362.0,3,3,5,4,3,1,5,0,5,0,1869,1869,5,4,1,5,1869,0,0,1869,0,0,2,0,2,1,3,6,6,1,4,5,2007.0,2,2,617,3,5,2,210,54,0,0,0,0,0,4,3,0,12,2007,8,5,318061,0,0,0
352,120,3,69.0,5271,1,2,1,2,1,0,1,18,4,4,4,5,7,5,1986,1986,1,2,5,4,1,0.0,1,3,5,3,3,4,6,1082,5,0,371,1453,5,3,1,5,1453,0,0,1453,1,0,1,1,2,1,2,6,6,1,3,5,1986.0,2,2,445,3,5,2,0,80,0,0,184,0,0,4,3,0,12,2006,4,1,190000,1,0,0
353,50,3,60.0,9084,1,2,0,1,1,0,0,4,0,4,4,2,5,6,1941,1950,1,2,11,12,1,0.0,1,3,2,2,2,2,3,236,3,380,0,616,5,2,0,5,616,495,0,1111,0,1,1,0,3,1,1,5,6,0,1,2,1941.0,1,1,200,3,2,2,48,0,0,0,0,0,0,4,3,0,3,2008,2,4,95000,0,0,0
354,30,1,60.0,8520,1,2,0,1,1,0,0,5,4,4,4,5,6,8,1928,2003,1,2,11,12,1,0.0,1,2,1,2,3,1,5,0,5,0,624,624,5,3,1,5,720,0,0,720,0,0,1,0,2,1,1,5,6,0,1,2,2005.0,1,2,484,3,5,2,106,0,0,0,0,0,0,4,3,0,5,2010,4,4,105900,0,0,0
355,50,3,60.0,8400,1,2,0,0,1,0,0,8,4,4,4,2,6,5,1940,2000,1,2,5,5,1,0.0,1,3,2,2,3,1,3,388,5,0,552,940,5,4,1,5,1192,403,0,1595,0,0,1,0,2,1,1,6,6,2,4,5,1940.0,1,1,240,3,5,2,0,0,108,0,0,0,0,4,3,0,6,2006,4,4,140000,0,0,0
356,20,3,105.0,11249,1,2,3,1,1,0,0,16,4,4,4,5,6,5,1995,1995,1,2,11,12,1,0.0,2,2,5,3,4,1,4,334,1,544,322,1200,5,4,1,5,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,1,5,1995.0,2,2,521,3,5,2,0,26,0,0,0,0,0,4,3,0,8,2007,4,4,177500,0,0,0
357,20,3,69.0,9248,1,2,1,1,1,0,0,14,4,4,4,5,6,6,1992,1992,1,2,8,9,2,106.0,1,3,5,3,3,1,6,560,5,0,598,1158,5,3,1,5,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,1,5,1992.0,2,2,400,3,5,2,120,26,0,0,0,0,0,4,3,0,7,2009,4,4,173000,1,0,0
358,120,1,44.0,4224,1,2,0,1,1,0,0,0,4,4,3,5,5,5,1976,1976,1,2,12,13,1,0.0,1,3,5,3,3,1,4,874,5,0,268,1142,5,2,1,5,1142,0,0,1142,1,0,1,1,3,1,1,6,6,1,0,5,1976.0,3,2,528,3,5,2,536,90,0,0,0,0,0,2,3,0,8,2007,4,4,134000,0,0,0
359,80,3,92.0,6930,1,2,1,1,1,0,0,18,4,4,4,4,5,4,1958,1958,4,2,5,14,2,120.0,1,3,2,2,3,3,2,300,3,294,468,1062,5,4,1,2,1352,0,0,1352,0,1,1,0,3,1,2,6,2,0,1,6,1958.0,1,1,288,3,5,2,168,0,294,0,0,0,0,4,3,0,7,2006,4,1,130000,0,0,0
360,60,3,78.0,12011,1,2,1,1,1,4,0,24,4,4,4,6,8,5,1998,1998,1,2,11,12,2,530.0,2,3,5,3,3,3,6,956,5,0,130,1086,5,4,1,5,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,3,5,1998.0,2,2,592,3,5,2,208,75,0,0,374,0,0,4,3,0,6,2006,4,4,280000,0,0,0
361,85,3,69.0,7540,1,2,1,1,1,4,0,11,4,4,4,1,6,6,1978,1978,1,2,11,12,1,0.0,1,3,2,3,3,3,6,773,5,0,115,888,5,4,1,5,912,0,0,912,1,0,1,0,2,1,1,5,6,1,3,5,1978.0,2,2,470,3,5,2,0,0,0,0,192,0,0,2,3,0,6,2007,4,4,156000,1,0,0
362,50,3,69.0,9144,1,1,0,1,1,0,0,3,4,4,4,2,5,5,1940,1982,1,2,4,5,1,0.0,1,3,2,2,3,1,1,399,5,0,484,883,5,3,1,5,988,517,0,1505,1,0,1,0,3,1,1,8,6,0,1,2,1940.0,1,1,240,3,5,0,0,0,0,0,0,0,0,4,3,0,7,2008,4,4,145000,1,0,0
363,85,3,64.0,7301,1,2,0,1,1,2,0,4,4,4,4,1,7,5,2003,2003,1,2,8,9,2,500.0,2,3,0,0,1,0,0,0,0,0,0,0,5,4,1,5,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,5,6,2003.0,2,2,672,3,5,2,0,0,177,0,0,0,0,4,3,0,7,2009,1,4,198500,0,0,0
364,160,1,21.0,1680,1,2,0,1,1,0,0,2,4,4,2,6,6,8,1972,2007,1,2,8,9,2,510.0,1,3,2,2,3,1,4,162,5,0,321,483,5,3,1,5,483,504,0,987,0,0,1,1,2,1,2,5,6,0,1,2,1972.0,1,1,264,3,5,2,250,0,0,0,0,0,0,4,3,0,5,2009,4,4,118000,0,0,0
365,60,3,69.0,18800,1,2,1,1,1,1,0,13,4,4,4,6,6,5,1976,1976,1,2,8,9,2,120.0,1,3,5,3,3,2,6,712,5,0,84,796,5,2,1,5,790,784,0,1574,1,0,2,1,3,1,1,6,6,1,3,5,1976.0,3,2,566,3,5,2,306,111,0,0,0,0,0,4,3,0,7,2006,4,4,190000,1,0,0
366,70,1,59.0,10690,1,2,0,1,1,0,0,1,4,4,4,6,5,7,1920,1997,4,2,11,12,1,0.0,1,2,2,2,2,1,1,456,5,0,216,672,5,3,1,3,672,672,0,1344,0,0,1,0,3,1,1,6,6,0,1,2,1964.0,1,1,468,3,2,2,0,128,218,0,0,0,0,4,3,0,7,2009,4,4,147000,0,0,0
367,20,3,69.0,9500,1,2,1,1,1,0,0,10,4,4,4,5,6,5,1963,1963,1,2,9,10,2,247.0,1,3,2,3,3,1,2,609,5,0,785,1394,5,3,1,5,1394,0,0,1394,1,0,1,1,3,1,1,6,6,2,4,5,1963.0,2,2,514,3,5,2,0,76,0,0,185,0,0,4,3,0,7,2009,4,4,159000,1,0,0
368,80,3,101.0,9150,1,2,1,1,1,2,0,10,4,4,4,4,6,5,1962,1962,1,4,9,10,2,305.0,1,3,2,3,3,4,6,371,5,0,728,1099,5,3,1,5,1431,0,0,1431,0,1,1,0,3,1,1,6,6,1,4,4,1962.0,2,1,296,3,5,2,64,110,0,0,0,0,0,4,3,0,12,2008,4,4,165000,0,0,0
369,20,3,78.0,7800,1,2,0,1,1,0,0,10,4,4,4,5,5,6,1954,1954,1,2,8,9,2,200.0,1,3,5,2,3,1,3,540,5,0,728,1268,5,3,1,5,1268,0,0,1268,0,0,1,0,2,1,1,7,6,1,4,5,1954.0,3,1,244,3,5,2,0,98,0,0,0,0,0,4,3,0,3,2010,4,4,132000,0,0,0
370,20,3,69.0,9830,1,2,1,1,1,2,0,10,4,4,4,5,5,7,1959,2006,1,2,5,4,1,0.0,1,2,2,2,3,1,4,72,3,258,733,1063,5,4,1,5,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,4,2,1997.0,3,2,576,3,5,2,364,17,0,0,182,0,0,4,3,0,3,2010,4,4,162000,1,0,0
371,60,3,69.0,8121,1,2,1,1,1,0,0,14,4,4,4,6,6,5,2000,2000,1,2,11,12,1,0.0,1,3,5,3,3,1,5,0,5,0,953,953,5,4,1,5,953,711,0,1664,0,0,2,1,3,1,1,7,6,1,3,5,2000.0,2,2,460,3,5,2,100,40,0,0,0,0,0,4,3,0,1,2006,4,4,172400,1,0,0
372,50,3,80.0,17120,1,2,0,1,1,0,0,18,2,4,4,2,4,4,1959,1959,1,2,6,10,1,0.0,1,3,2,0,1,0,0,0,0,0,0,0,5,2,1,5,1120,468,0,1588,0,0,2,0,4,1,1,7,2,1,4,2,1991.0,3,2,680,3,5,0,0,59,0,0,0,0,0,4,3,0,7,2008,4,4,134432,0,0,0
373,120,3,50.0,7175,1,2,0,1,1,0,0,12,4,4,3,5,6,5,1984,1984,1,2,9,10,1,0.0,1,3,2,3,3,1,4,623,2,121,0,744,5,2,1,5,752,0,0,752,1,0,1,0,2,1,1,4,6,0,1,5,1984.0,1,1,264,3,5,2,353,0,0,0,90,0,0,2,3,0,2,2010,4,4,125000,0,0,0
374,20,3,79.0,10634,1,2,0,1,1,0,0,10,4,4,4,5,5,6,1953,1953,1,2,4,5,1,0.0,1,3,5,2,3,1,2,428,2,180,0,608,5,2,1,5,1319,0,0,1319,1,0,1,0,3,1,1,5,2,0,1,5,1953.0,1,1,270,3,5,2,66,0,0,0,0,0,0,1,3,0,11,2009,4,4,123000,0,0,0
375,60,3,65.0,8200,1,2,0,1,1,0,0,16,4,4,4,6,7,5,2003,2004,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,847,847,5,4,1,5,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,4,6,2003.0,3,2,434,3,5,2,100,48,0,0,0,0,0,4,3,0,7,2007,4,4,219500,0,0,0
376,30,3,69.0,10020,1,2,1,2,1,0,2,4,4,4,4,5,1,1,1922,1950,1,2,5,4,1,0.0,0,1,1,1,0,4,2,350,5,0,333,683,5,3,0,3,904,0,0,904,1,0,0,1,1,1,0,4,4,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,3,2009,4,4,61000,1,0,1
377,85,3,57.0,8846,1,2,1,1,1,4,0,16,4,4,4,1,5,5,1996,1996,1,2,11,12,1,0.0,2,3,5,3,3,3,6,298,5,0,572,870,5,4,1,5,914,0,0,914,0,0,1,0,2,1,1,5,6,0,1,2,1998.0,1,2,576,3,5,2,0,0,0,0,0,0,0,4,3,0,7,2006,4,4,148000,0,0,0
378,60,4,102.0,11143,1,2,1,1,1,2,0,19,4,4,4,6,8,5,2004,2005,1,2,12,13,1,0.0,2,3,5,3,3,1,5,0,5,0,1580,1580,5,4,1,5,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,4,5,2004.0,2,2,610,3,5,2,159,214,0,0,0,0,0,4,3,0,12,2007,4,4,340000,0,0,0
379,20,3,88.0,11394,1,2,0,1,1,2,0,22,4,4,4,5,9,2,2010,2010,4,2,11,12,4,350.0,2,3,5,4,3,3,6,1445,5,0,411,1856,5,4,1,5,1856,0,0,1856,1,0,1,1,1,1,3,8,6,1,5,5,2010.0,3,3,834,3,5,2,113,0,0,0,0,0,0,4,3,0,6,2010,8,5,394432,0,0,0
380,60,3,60.0,8123,1,2,1,1,1,0,0,14,3,4,4,6,6,5,2000,2000,1,2,11,12,2,16.0,1,3,5,3,3,1,5,0,5,0,982,982,5,4,1,5,1007,793,0,1800,0,0,2,1,3,1,1,7,6,1,3,5,2000.0,3,2,463,3,5,2,100,63,0,0,0,0,0,4,3,0,6,2009,4,4,179000,0,0,0
381,50,3,50.0,5000,1,1,0,1,1,0,0,8,4,4,4,2,5,6,1924,1950,1,2,10,4,1,0.0,1,3,1,2,3,1,3,218,5,0,808,1026,5,2,1,5,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,4,2,1924.0,1,1,308,3,5,2,0,0,242,0,0,0,0,4,3,0,5,2010,4,4,127000,0,0,0
382,20,4,60.0,7200,1,1,0,1,1,0,0,19,4,4,4,5,7,5,2006,2006,1,2,11,12,1,0.0,2,3,5,3,4,1,5,0,5,0,1293,1293,5,4,1,5,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,4,5,2006.0,2,2,572,3,5,2,216,121,0,0,0,0,0,4,3,0,8,2006,8,5,187750,0,0,0
383,60,3,79.0,9245,1,2,1,1,1,0,0,16,4,4,4,6,7,5,2006,2006,1,2,11,12,1,0.0,2,3,5,3,3,3,5,0,5,0,939,939,5,4,1,5,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,1,5,2006.0,2,2,639,3,5,2,144,53,0,0,0,0,0,4,3,0,4,2007,4,4,213500,0,0,0
384,45,2,60.0,9000,1,2,0,1,1,2,0,12,4,4,4,0,6,3,1928,1950,1,2,5,4,1,0.0,1,3,1,1,2,1,5,0,5,0,784,784,5,2,0,3,784,0,0,784,0,0,1,0,2,1,1,5,6,0,1,2,1950.0,1,2,360,2,2,0,0,0,91,0,0,0,0,4,3,0,10,2009,4,4,76000,0,0,0
385,60,3,69.0,53107,1,2,3,2,1,2,1,18,2,4,4,6,6,5,1992,1992,1,2,8,9,1,0.0,2,3,5,3,3,3,6,985,5,0,595,1580,5,4,1,5,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,2,5,1992.0,3,2,501,3,5,2,216,231,0,0,0,0,0,4,3,0,6,2007,4,4,240000,1,0,0
386,120,3,43.0,3182,1,2,0,1,1,0,0,15,4,4,3,5,8,5,2004,2005,1,2,11,12,2,16.0,2,3,5,3,3,1,6,24,5,0,1232,1256,5,4,1,5,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,3,5,2004.0,3,2,430,3,5,2,146,20,0,0,144,0,0,4,3,0,4,2010,4,4,192000,0,0,0
387,50,3,58.0,8410,1,2,0,1,1,1,0,4,2,4,4,2,5,3,1910,1996,0,2,5,12,1,0.0,1,1,5,2,3,1,5,0,5,0,658,658,5,2,1,5,658,526,0,1184,0,0,1,0,5,1,1,8,6,0,1,0,1980.0,0,0,0,1,0,0,0,151,0,0,0,0,0,4,3,0,5,2006,4,0,81000,0,0,1
388,80,3,72.0,7200,1,2,0,1,1,0,0,4,4,4,4,4,6,6,1976,1976,4,2,4,5,2,255.0,1,3,2,2,3,3,4,631,5,0,410,1041,5,4,1,5,1125,0,0,1125,1,0,1,0,3,1,1,6,6,1,2,2,1977.0,1,1,352,3,5,2,296,0,0,0,0,0,0,1,3,0,10,2009,4,1,125000,0,0,0
389,20,3,93.0,9382,1,2,1,1,1,4,0,16,4,4,4,5,7,5,1999,2000,1,2,11,12,2,125.0,2,3,5,3,3,1,5,0,5,0,1468,1468,5,4,1,5,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,1,5,1999.0,2,2,577,3,5,2,120,25,0,0,0,0,0,4,3,0,7,2008,4,4,191000,0,0,0
390,60,3,96.0,12474,1,2,0,1,1,0,0,23,4,4,4,6,10,5,2007,2008,1,2,11,12,4,272.0,3,3,5,4,3,3,6,1280,5,0,402,1682,5,4,1,5,1742,590,0,2332,1,0,2,1,3,1,3,9,6,1,5,6,2008.0,3,3,846,3,5,2,196,134,0,0,0,0,0,4,3,0,8,2008,8,5,426000,0,0,0
391,50,3,50.0,8405,1,0,0,1,1,0,0,4,4,4,4,2,5,8,1900,1950,1,2,4,5,1,0.0,1,3,1,2,4,1,1,241,1,391,229,861,5,4,1,5,961,406,0,1367,1,0,1,0,4,1,1,7,6,0,1,2,1978.0,1,1,384,3,5,2,0,130,112,0,0,0,0,2,3,0,4,2008,4,4,119000,0,0,0
392,60,3,71.0,12209,1,2,1,1,1,4,0,11,4,4,4,6,6,5,2001,2002,1,2,11,12,1,0.0,1,3,5,4,3,1,4,690,5,0,114,804,5,4,1,5,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,3,6,2001.0,3,2,560,3,5,2,125,192,0,0,0,0,0,4,3,0,6,2009,4,4,215000,0,0,0
393,20,3,69.0,8339,1,2,1,1,1,0,0,10,4,4,4,5,5,7,1959,1959,1,2,4,5,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,1,5,882,0,0,882,0,0,1,0,3,1,1,5,6,0,1,5,1959.0,2,1,294,3,5,2,0,0,0,0,0,0,0,2,1,1200,7,2007,4,4,106500,1,0,0
394,30,3,69.0,7446,1,2,0,1,1,2,0,3,2,4,4,5,4,5,1941,1950,1,2,6,8,1,0.0,1,3,2,2,3,1,1,266,5,0,522,788,5,2,1,3,788,0,0,788,0,0,1,0,2,1,1,4,6,2,3,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,4,2006,4,1,100000,1,0,1
395,50,3,60.0,10134,1,2,0,1,1,0,0,5,4,4,4,2,5,6,1940,1950,1,2,4,5,1,0.0,1,3,2,2,3,1,5,0,5,0,735,735,5,3,1,3,735,299,0,1034,0,0,1,0,2,1,1,5,6,0,1,2,1940.0,1,1,240,3,5,2,0,39,0,0,0,0,0,4,3,0,7,2007,4,4,109000,0,0,0
396,20,3,68.0,9571,1,2,0,1,1,0,0,4,4,4,4,5,5,6,1956,1956,1,2,5,4,1,0.0,1,3,2,2,3,3,2,739,5,0,405,1144,5,2,1,5,1144,0,0,1144,1,0,1,0,3,1,1,6,6,0,1,5,1956.0,1,1,596,3,5,2,44,0,0,0,0,0,0,4,3,0,6,2010,4,4,129000,0,0,0
397,20,3,60.0,7200,1,2,0,2,1,0,0,16,4,4,4,5,5,5,1972,1972,4,2,4,5,1,0.0,1,3,2,2,3,3,1,777,5,0,117,894,5,2,1,5,894,0,0,894,0,0,1,0,2,1,1,6,6,0,1,2,1985.0,2,2,600,3,5,2,215,0,0,0,0,0,0,4,3,0,9,2009,4,4,123000,0,0,0
398,60,3,69.0,7590,1,2,0,1,1,0,0,10,7,4,4,6,5,5,1962,1962,1,2,11,12,2,288.0,1,3,2,2,3,1,4,540,5,0,324,864,5,2,1,5,876,936,0,1812,0,0,2,0,4,1,1,8,6,1,3,5,1962.0,2,1,264,3,5,2,0,168,0,0,0,0,0,4,3,0,7,2007,4,4,169500,0,0,0
399,30,1,60.0,8967,1,2,0,1,1,2,0,1,4,4,4,5,5,2,1920,1950,1,2,4,5,1,0.0,1,1,1,1,0,1,5,0,5,0,961,961,5,3,1,0,1077,0,0,1077,0,0,1,0,2,1,1,6,0,0,1,2,1920.0,1,1,338,0,1,0,0,0,0,0,0,0,0,4,3,0,11,2007,4,1,67000,0,0,0
400,60,4,65.0,8125,1,2,0,1,1,0,0,19,4,4,4,6,7,5,2006,2007,1,2,12,13,4,100.0,2,3,5,3,3,1,6,812,5,0,280,1092,5,4,1,5,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,1,5,2007.0,3,2,438,3,5,2,0,168,0,0,0,0,0,4,3,0,10,2009,4,4,241000,0,0,0
